index;text;aspect;sentiment
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";release;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";images;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";experience;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";version;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";dslr;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";use;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";grip;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";screen;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";performance;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";playback;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";camera;Sentiment.negative
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";excels;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";photos;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";engine;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";lens;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";lenses;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";shots;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";unit;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";guy;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";sharpness;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";error;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";prices;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";system;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";people;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";-a1;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";quality;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";feel;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";construction;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";results;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";detail;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";word;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";price;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";ergonomics;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";mechanism;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";one;Sentiment.neutral
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";shortcomings;Sentiment.negative
14077;"<div id=""video-block-R30OX6A8R6EH65"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1LGhfKsMMS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51k9htT8AqS.png"" class=""video-slate-img-url"">&nbsp;Background: I have owned the Fuji X Pro1 and many other mirrorless and SLR cameras.  I shoot some paid and many volunteer events including weddings, portraits, a";person;Sentiment.neutral
14078;"Thanks to those who took the time to post comments so I could make some corrections to the initial review.

It was with much anticipation that I waited to try this Fuji X-A1 camera out.  I already own a Fuji X-E1.  So I thought: This would be a smaller lighter Fuji, with a few less bells and whistles, but with that great Fuji design and picture quality.  This is a pretty good effort.

In much of this review I compare certain aspects of the X-A1 to the X-E1.  To some extent this might be unfair because the X-E1 costs abo";-a1;Sentiment.negative
14078;"Thanks to those who took the time to post comments so I could make some corrections to the initial review.

It was with much anticipation that I waited to try this Fuji X-A1 camera out.  I already own a Fuji X-E1.  So I thought: This would be a smaller lighter Fuji, with a few less bells and whistles, but with that great Fuji design and picture quality.  This is a pretty good effort.

In much of this review I compare certain aspects of the X-A1 to the X-E1.  To some extent this might be unfair because the X-E1 costs abo";review;Sentiment.neutral
14078;"Thanks to those who took the time to post comments so I could make some corrections to the initial review.

It was with much anticipation that I waited to try this Fuji X-A1 camera out.  I already own a Fuji X-E1.  So I thought: This would be a smaller lighter Fuji, with a few less bells and whistles, but with that great Fuji design and picture quality.  This is a pretty good effort.

In much of this review I compare certain aspects of the X-A1 to the X-E1.  To some extent this might be unfair because the X-E1 costs abo";owners;Sentiment.negative
14078;"Thanks to those who took the time to post comments so I could make some corrections to the initial review.

It was with much anticipation that I waited to try this Fuji X-A1 camera out.  I already own a Fuji X-E1.  So I thought: This would be a smaller lighter Fuji, with a few less bells and whistles, but with that great Fuji design and picture quality.  This is a pretty good effort.

In much of this review I compare certain aspects of the X-A1 to the X-E1.  To some extent this might be unfair because the X-E1 costs abo";adobe;Sentiment.negative
14078;"Thanks to those who took the time to post comments so I could make some corrections to the initial review.

It was with much anticipation that I waited to try this Fuji X-A1 camera out.  I already own a Fuji X-E1.  So I thought: This would be a smaller lighter Fuji, with a few less bells and whistles, but with that great Fuji design and picture quality.  This is a pretty good effort.

In much of this review I compare certain aspects of the X-A1 to the X-E1.  To some extent this might be unfair because the X-E1 costs abo";results;Sentiment.negative
14078;"Thanks to those who took the time to post comments so I could make some corrections to the initial review.

It was with much anticipation that I waited to try this Fuji X-A1 camera out.  I already own a Fuji X-E1.  So I thought: This would be a smaller lighter Fuji, with a few less bells and whistles, but with that great Fuji design and picture quality.  This is a pretty good effort.

In much of this review I compare certain aspects of the X-A1 to the X-E1.  To some extent this might be unfair because the X-E1 costs abo";camera;Sentiment.neutral
14078;"Thanks to those who took the time to post comments so I could make some corrections to the initial review.

It was with much anticipation that I waited to try this Fuji X-A1 camera out.  I already own a Fuji X-E1.  So I thought: This would be a smaller lighter Fuji, with a few less bells and whistles, but with that great Fuji design and picture quality.  This is a pretty good effort.

In much of this review I compare certain aspects of the X-A1 to the X-E1.  To some extent this might be unfair because the X-E1 costs abo";users;Sentiment.negative
14078;"Thanks to those who took the time to post comments so I could make some corrections to the initial review.

It was with much anticipation that I waited to try this Fuji X-A1 camera out.  I already own a Fuji X-E1.  So I thought: This would be a smaller lighter Fuji, with a few less bells and whistles, but with that great Fuji design and picture quality.  This is a pretty good effort.

In much of this review I compare certain aspects of the X-A1 to the X-E1.  To some extent this might be unfair because the X-E1 costs abo";workarounds;Sentiment.negative
14078;"Thanks to those who took the time to post comments so I could make some corrections to the initial review.

It was with much anticipation that I waited to try this Fuji X-A1 camera out.  I already own a Fuji X-E1.  So I thought: This would be a smaller lighter Fuji, with a few less bells and whistles, but with that great Fuji design and picture quality.  This is a pretty good effort.

In much of this review I compare certain aspects of the X-A1 to the X-E1.  To some extent this might be unfair because the X-E1 costs abo";lightroom;Sentiment.negative
14078;"Thanks to those who took the time to post comments so I could make some corrections to the initial review.

It was with much anticipation that I waited to try this Fuji X-A1 camera out.  I already own a Fuji X-E1.  So I thought: This would be a smaller lighter Fuji, with a few less bells and whistles, but with that great Fuji design and picture quality.  This is a pretty good effort.

In much of this review I compare certain aspects of the X-A1 to the X-E1.  To some extent this might be unfair because the X-E1 costs abo";jpegs;Sentiment.negative
14078;"Thanks to those who took the time to post comments so I could make some corrections to the initial review.

It was with much anticipation that I waited to try this Fuji X-A1 camera out.  I already own a Fuji X-E1.  So I thought: This would be a smaller lighter Fuji, with a few less bells and whistles, but with that great Fuji design and picture quality.  This is a pretty good effort.

In much of this review I compare certain aspects of the X-A1 to the X-E1.  To some extent this might be unfair because the X-E1 costs abo";issue;Sentiment.negative
14078;"Thanks to those who took the time to post comments so I could make some corrections to the initial review.

It was with much anticipation that I waited to try this Fuji X-A1 camera out.  I already own a Fuji X-E1.  So I thought: This would be a smaller lighter Fuji, with a few less bells and whistles, but with that great Fuji design and picture quality.  This is a pretty good effort.

In much of this review I compare certain aspects of the X-A1 to the X-E1.  To some extent this might be unfair because the X-E1 costs abo";xe1;Sentiment.negative
14079;"If you haven't looked into these Fuji ""X"" cameras, they deserve a look before you make your next major camera purchase. This latest release from Fuji, which comes at an extremely reasonable price, is easily an ""outperformer"" when it comes to picture quality and device quality. The images you can take with it will rival those taken by the much more expensive (and physically larger) Nikons and Canons. If that is a claim that is very hard to believe, you should do some online searching for reviews on these Fuji cameras and";camera;Sentiment.positive
14079;"If you haven't looked into these Fuji ""X"" cameras, they deserve a look before you make your next major camera purchase. This latest release from Fuji, which comes at an extremely reasonable price, is easily an ""outperformer"" when it comes to picture quality and device quality. The images you can take with it will rival those taken by the much more expensive (and physically larger) Nikons and Canons. If that is a claim that is very hard to believe, you should do some online searching for reviews on these Fuji cameras and";owners;Sentiment.positive
14079;"If you haven't looked into these Fuji ""X"" cameras, they deserve a look before you make your next major camera purchase. This latest release from Fuji, which comes at an extremely reasonable price, is easily an ""outperformer"" when it comes to picture quality and device quality. The images you can take with it will rival those taken by the much more expensive (and physically larger) Nikons and Canons. If that is a claim that is very hard to believe, you should do some online searching for reviews on these Fuji cameras and";cameras;Sentiment.positive
14079;"If you haven't looked into these Fuji ""X"" cameras, they deserve a look before you make your next major camera purchase. This latest release from Fuji, which comes at an extremely reasonable price, is easily an ""outperformer"" when it comes to picture quality and device quality. The images you can take with it will rival those taken by the much more expensive (and physically larger) Nikons and Canons. If that is a claim that is very hard to believe, you should do some online searching for reviews on these Fuji cameras and";images;Sentiment.positive
14079;"If you haven't looked into these Fuji ""X"" cameras, they deserve a look before you make your next major camera purchase. This latest release from Fuji, which comes at an extremely reasonable price, is easily an ""outperformer"" when it comes to picture quality and device quality. The images you can take with it will rival those taken by the much more expensive (and physically larger) Nikons and Canons. If that is a claim that is very hard to believe, you should do some online searching for reviews on these Fuji cameras and";lenses;Sentiment.positive
14079;"If you haven't looked into these Fuji ""X"" cameras, they deserve a look before you make your next major camera purchase. This latest release from Fuji, which comes at an extremely reasonable price, is easily an ""outperformer"" when it comes to picture quality and device quality. The images you can take with it will rival those taken by the much more expensive (and physically larger) Nikons and Canons. If that is a claim that is very hard to believe, you should do some online searching for reviews on these Fuji cameras and";shots;Sentiment.neutral
14079;"If you haven't looked into these Fuji ""X"" cameras, they deserve a look before you make your next major camera purchase. This latest release from Fuji, which comes at an extremely reasonable price, is easily an ""outperformer"" when it comes to picture quality and device quality. The images you can take with it will rival those taken by the much more expensive (and physically larger) Nikons and Canons. If that is a claim that is very hard to believe, you should do some online searching for reviews on these Fuji cameras and";nikon;Sentiment.negative
14079;"If you haven't looked into these Fuji ""X"" cameras, they deserve a look before you make your next major camera purchase. This latest release from Fuji, which comes at an extremely reasonable price, is easily an ""outperformer"" when it comes to picture quality and device quality. The images you can take with it will rival those taken by the much more expensive (and physically larger) Nikons and Canons. If that is a claim that is very hard to believe, you should do some online searching for reviews on these Fuji cameras and";reason;Sentiment.negative
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;hadn;Sentiment.negative
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;quality;Sentiment.negative
